ESV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ESV7028.1456,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_1900,midas_s_1900
ESV7029.1455,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,midas_f_179,midas_g_7029,midas_s_7029
ESV7030.1445,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,Gordonia_defluvii
ESV7031.1469,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Ca_Omnitrophus,midas_s_7031
ESV7032.1442,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_111,midas_s_111
ESV7033.1439,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_variabile
ESV7034.1418,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_7034,midas_s_7034
ESV7035.1452,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
ESV7036.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,midas_s_7036
ESV7037.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_64
ESV7038.1383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Flavimaricola,midas_s_7038
ESV7039.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_368
ESV7040.1460,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,Acidibacter,midas_s_7040
ESV7041.1524,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Mobilitalea,midas_s_7041
ESV7042.1478,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_7042
ESV7043.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_17,midas_s_632
ESV7044.1477,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,midas_g_2555,midas_s_7044
ESV7045.1448,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_399,midas_s_1163
ESV7046.1477,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,midas_s_383
ESV7047.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_2882
ESV7048.1463,Bacteria,Patescibacteria,Microgenomatia,Ca_Roizmanbacteria,midas_f_370,midas_g_1272,midas_s_1272
ESV7049.1480,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_2104,midas_g_4089,midas_s_7049
ESV7050.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,midas_s_7050
ESV7051.1444,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,midas_s_3890
ESV7052.1454,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Tepidimicrobium,midas_g_7052,midas_s_7052
ESV7053.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_315
ESV7054.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Ruminofilibacter,midas_s_4090
ESV7055.1476,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_7055
ESV7056.1445,Bacteria,Desulfobacterota,midas_c_41,midas_o_918,midas_f_918,midas_g_7056,midas_s_7056
ESV7057.1408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_1586,midas_s_2658
ESV7058.1478,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,midas_s_1386
ESV7059.1488,Bacteria,Planctomycetota,OM190,midas_o_7059,midas_f_7059,midas_g_7059,midas_s_7059
ESV7060.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,midas_s_7060
ESV7061.1412,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,midas_g_7061,midas_s_7061
ESV7062.1511,Bacteria,Caldisericota,Caldisericia,Caldisericales,LF045,midas_g_3701,midas_s_3701
ESV7063.1407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,midas_s_7063
ESV7064.1441,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_7064
ESV7065.1452,Bacteria,Fibrobacterota,Chitinivibrionia,midas_o_1477,midas_f_1477,midas_g_7065,midas_s_7065
ESV7066.1479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_raffinolactis
ESV7067.1455,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,midas_g_6703,midas_s_6703
ESV7068.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,midas_s_1562
ESV7069.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,midas_s_7069
ESV7070.1454,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_5550
ESV7071.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_168
ESV7072.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas_lacus
ESV7073.1449,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_2817,midas_g_6321,midas_s_6321
ESV7074.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_5
ESV7075.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_2676
ESV7076.1445,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_6181
ESV7077.1444,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_7077
ESV7078.1457,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Fastidiosipila,midas_g_605,midas_s_7078
ESV7079.1480,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,midas_s_6017
ESV7080.1394,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_7080,midas_s_7080
ESV7081.1565,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_1251,midas_s_2957
ESV7082.1561,Bacteria,midas_p_7082,midas_c_7082,midas_o_7082,midas_f_7082,midas_g_7082,midas_s_7082
ESV7083.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,midas_s_4157
ESV7084.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_disporicum
ESV7085.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_101
ESV7086.1445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_4553
ESV7087.1427,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_3695,midas_g_3695,midas_s_3695
ESV7088.1406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_7088
ESV7089.1423,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,midas_s_7089
ESV7090.1444,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_724,midas_s_725
ESV7091.1425,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_176,midas_g_461,midas_s_1196
ESV7092.1569,Bacteria,Patescibacteria,Microgenomatia,Ca_Woesebacteria,midas_f_7092,midas_g_7092,midas_s_7092
ESV7093.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas_yeongjuensis
ESV7094.1472,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,midas_s_92
ESV7095.1444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,midas_g_534,midas_s_534
ESV7096.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_2676
ESV7097.1423,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_675,midas_s_3127
ESV7098.1479,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,midas_g_2555,midas_s_7098
ESV7099.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_5474
ESV7100.1486,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,midas_s_532
ESV7101.1403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,midas_g_7101,midas_s_7101
ESV7102.1407,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_7102,midas_g_7102,midas_s_7102
ESV7103.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas_terrae
ESV7104.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas_denitrificans
ESV7105.1478,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosinus,Anaerosinus_glycerini
ESV7106.1585,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_7106
ESV7107.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,midas_s_7107
ESV7108.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV7109.1469,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_5238,midas_g_7109,midas_s_7109
ESV7110.1443,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_739,midas_s_7110
ESV7111.1442,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1328,midas_s_3372
ESV7112.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_1458
ESV7113.1451,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,HN-HF0106,midas_g_3292,midas_s_3292
ESV7114.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,midas_s_1148
ESV7115.1474,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,midas_g_433,midas_s_433
ESV7116.1434,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_7116,midas_s_7116
ESV7117.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,midas_s_4211
ESV7118.1447,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_2582,midas_s_7118
ESV7119.1469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,midas_s_5288
ESV7120.1456,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_80,midas_g_336,midas_s_7120
ESV7121.1475,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,midas_g_7121,midas_s_7121
ESV7122.1455,Bacteria,Firmicutes,midas_c_4,midas_o_4,midas_f_222,midas_g_1733,midas_s_1733
ESV7123.1599,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,midas_s_6071
ESV7124.1450,Bacteria,Firmicutes,Limnochordia,B55-F-B-G02,midas_f_3498,midas_g_3946,midas_s_3946
ESV7125.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_7125,midas_s_7125
ESV7126.1459,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,midas_g_5895,midas_s_7126
ESV7127.1385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_lutimaris
ESV7128.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV7129.1521,Bacteria,Firmicutes,Clostridia,Eubacteriales,Garciellaceae,Irregularibacter,midas_s_891
ESV7130.1474,Bacteria,Myxococcota,Polyangia,mle1-27,midas_f_990,midas_g_5210,midas_s_5210
ESV7131.1419,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,midas_g_4001,midas_s_4001
ESV7132.1446,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium_wieringae
ESV7133.1484,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_2772,midas_g_7133,midas_s_7133
ESV7134.1394,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_7080,midas_s_7080
ESV7135.1430,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_241
ESV7136.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,midas_s_7136
ESV7137.1499,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_4883,midas_g_5751,midas_s_7137
ESV7138.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,midas_s_7138
ESV7139.1441,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_3064,midas_s_4636
ESV7140.1458,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,midas_g_627,midas_s_627
ESV7141.1455,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_179,midas_s_179
ESV7142.1445,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,midas_g_2026,midas_s_2026
ESV7143.1449,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,midas_f_683,midas_g_4282,midas_s_7143
ESV7144.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_1346
ESV7145.1421,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_789,midas_s_789
ESV7146.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_1363,midas_s_1657
ESV7147.1424,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_5782,midas_s_6630
ESV7148.1398,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,midas_g_501,midas_s_7148
ESV7149.1470,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_1961
ESV7150.1447,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Agitococcus_lubricus_group,midas_s_6335
ESV7151.1428,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5639,midas_g_5639,midas_s_5639
ESV7152.1469,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_1087
ESV7153.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_3297,midas_s_7153
ESV7154.1479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Bavariicoccus,midas_s_7154
ESV7155.1407,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_5533
ESV7156.1445,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,midas_s_1472
ESV7157.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_1369
ESV7158.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,midas_g_1061,midas_s_1208
ESV7159.1458,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Tepidimicrobium,midas_g_6024,midas_s_6024
ESV7160.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_320
ESV7161.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,midas_g_3003,midas_s_7161
ESV7162.1446,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,midas_g_6724,midas_s_7162
ESV7163.1462,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,midas_s_4382
ESV7164.1425,Bacteria,Chloroflexi,KD4-96,midas_o_3277,midas_f_6180,midas_g_6180,midas_s_6770
ESV7165.1386,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_4925,midas_g_4925,midas_s_4925
ESV7166.1453,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_7166,midas_s_7166
ESV7167.1445,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_7167,midas_s_7167
ESV7168.1439,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_2424,midas_s_7168
ESV7169.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_430
ESV7170.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,midas_s_7170
ESV7171.1386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus_macauensis
ESV7172.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,midas_s_512
ESV7173.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_1775
ESV7174.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Denitratisoma,midas_s_7174
ESV7175.1443,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_5426,midas_s_5426
ESV7176.1446,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_7176,midas_s_7176
ESV7177.1423,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_467,midas_s_1625
ESV7178.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198
ESV7179.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_7179
ESV7180.1438,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_7180
ESV7181.1431,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,midas_s_7181
ESV7182.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,midas_s_5861
ESV7183.1426,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_5918
ESV7184.1439,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,midas_s_1809
ESV7185.1446,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,midas_s_21
ESV7186.1459,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,midas_s_1674
ESV7187.1455,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,midas_g_99,midas_s_99
ESV7188.1377,Bacteria,Patescibacteria,Gracilibacteria,Ca_Peregrinibacteria,midas_f_5174,midas_g_7188,midas_s_7188
ESV7189.1458,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,midas_f_1727,midas_g_1727,midas_s_1727
ESV7190.1432,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12,midas_s_4177
ESV7191.1439,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,midas_s_2886
ESV7192.1450,Bacteria,Firmicutes,Clostridia,Oscillospirales,Eubacterium_coprostanoligenes_group,midas_g_7192,midas_s_7192
ESV7193.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_7193
ESV7194.1445,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_5220
ESV7195.1377,Bacteria,Patescibacteria,Gracilibacteria,Ca_Peregrinibacteria,midas_f_5174,midas_g_5180,midas_s_7195
ESV7196.1445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_4553
ESV7197.1439,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,midas_g_6601,midas_s_7197
ESV7198.1389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Tabrizicola_aquatica
ESV7199.1431,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_424,midas_s_1535
ESV7200.1472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,midas_s_5123
ESV7201.1479,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,midas_g_5394,midas_s_5394
ESV7202.1451,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_7202
ESV7203.1437,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,midas_f_2276,midas_g_7203,midas_s_7203
ESV7204.1452,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
ESV7205.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,midas_s_1552
ESV7206.1480,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_2104,midas_g_4089,midas_s_7206
ESV7207.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_320
ESV7208.1449,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,W5053,midas_g_7208,midas_s_7208
ESV7209.1446,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_7209
ESV7210.1475,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_7210,midas_g_7210,midas_s_7210
ESV7211.1450,Bacteria,Firmicutes,Limnochordia,B55-F-B-G02,midas_f_3498,midas_g_3946,midas_s_7211
ESV7212.1443,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_385
ESV7213.1430,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,midas_f_5162,midas_g_7019,midas_s_7213
ESV7214.1493,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_2060,midas_g_2060,midas_s_2060
ESV7215.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV7216.1444,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,midas_f_4482,midas_g_4482,midas_s_4482
ESV7217.1455,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia_intestinalis
ESV7218.1439,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,midas_s_7218
ESV7219.1450,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter_propionicigenes
ESV7220.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_5463,midas_s_7220
ESV7221.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_3337,midas_s_7221
ESV7222.1458,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,midas_f_595,midas_g_945,midas_s_945
ESV7223.1424,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_467,midas_s_1462
ESV7224.1434,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1226,midas_s_1226
ESV7225.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_saudiense
